Run_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
5,11,10,15,"10,12,16,17,18,19","15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,20",900,2100,47.46,142.658,852.54,1957.342,3000,2809.882,1404.941,6,14,"0,65,87.4,114.2,140.3,227.3,237.3","0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,696.29,713.29"
5,12,10,20,"10, 1, 4, 5, 9,11,13,16,17,18","20, 2, 3, 6, 7, 8,12,14,15,19",1500,1500,80.04,80.518,1419.96,1419.482,3000,2839.442,1419.721,10,10,"0,85,106,148,160,180.5,218.7,267.9,294.7,320.8,400.2","0,58,111,149,166,226,250,273,321,370.2,402.59"
5,13,15,1,"15, 2, 3, 6, 7, 8,12,14,19,20","1, 4, 5, 9,10,11,13,16,17,18",1500,1500,78.358,78,1421.642,1422,3000,2843.642,1421.821,10,10,"0,75,128,166,183,243,267,290,342.4,374.79,391.79","0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390"
5,14,15,5,"15, 1, 2, 3, 4, 8,12,14,19,20","5, 6, 7, 9,10,11,13,16,17,18",1500,1500,99.758,74.4,1400.242,1425.6,3000,2825.842,1412.921,10,10,"0,79,176,229,296,350,374,397,449.4,481.79,498.79","0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372"
5,15,15,10,"15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,20","10,12,16,17,18,19",2100,900,142.658,47.46,1957.342,852.54,3000,2809.882,1404.941,14,6,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,696.29,713.29","0,65,87.4,114.2,140.3,227.3,237.3"
5,16,15,20,"15, 2, 3, 8,12,14,19","20, 1, 4, 5, 6, 7, 9,10,11,13,16,17,18",1050,1950,63.68,118.154,986.32,1831.846,3000,2818.166,1409.083,7,13,"0,75,128,170,194,217,269.4,318.4","0,79,100,142,176,193,235,302.1,361.7,399.9,449.1,475.9,502,590.77"
5,17,20,1,"20, 2, 3, 6, 7, 8,12,14,15,19","1, 4, 5, 9,10,11,13,16,17,18",1500,1500,80.518,78,1419.482,1422,3000,2841.482,1420.741,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390"
5,18,20,5,"20, 1, 2, 3, 4, 6, 7, 8,12,14,15,19","5, 9,10,11,13,16,17,18",1800,1200,124.318,58.2,1675.682,1141.8,3000,2817.482,1408.741,12,8,"0,79,176,229,296,368,385,445,469,492,540,589.2,621.59","0,12,79.1,138.7,176.9,226.1,252.9,279,291"
5,19,20,10,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,16,17,18","10,12,14,15,19",2250,750,155.314,39.04,2094.686,710.96,3000,2805.646,1402.823,15,5,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,634.9,661.7,687.8,776.57","0,65,88,136,185.2,195.2"
5,20,20,15,"20, 3, 4, 5, 9,10,11,13,17,18,19","15, 1, 2, 6, 7, 8,12,14,16",1650,1350,99.758,86.3,1550.242,1263.7,3000,2813.942,1406.971,11,9,"0,28,95,137,149,216.1,275.7,313.9,353.3,379.4,466.4,498.79","0,79,176,205,222,282,306,329,356.5,431.5"
