Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
1,81,20,5,"20, 1, 2, 3, 4, 8,12,14,15,19","5, 6, 7, 9,10,11,13,16,17,18",1500,1500,105.318,74.4,1394.682,1425.6,3000,2820.282,1410.141,10,10,"0,79,176,229,296,350,374,397,445,494.2,526.59","0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372"
1,82,20,6,"20, 1, 2, 3, 4, 5, 9,11,13,14,15,19","6, 7, 8,10,12,16,17,18",1800,1200,121.458,67.16,1678.542,1132.84,3000,2811.382,1405.691,12,8,"0,79,176,229,296,338,350,370.5,408.7,477.7,525.7,574.9,607.29","0,17,77,149.5,214.5,236.9,263.7,289.8,335.8"
1,83,20,7,"20, 1, 2, 3, 4, 5, 6,10,12,14,15,19","7, 8, 9,11,13,16,17,18",1800,1200,125.518,70.16,1674.482,1129.84,3000,2804.322,1402.161,12,8,"0,79,176,229,296,338,372,410,475,498,546,595.2,627.59","0,60,138,158.5,196.7,245.9,272.7,298.8,350.8"
1,84,20,8,"20, 1, 2, 3, 4, 5, 6, 7,10,12,14,15,19","8, 9,11,13,16,17,18",1950,1050,126.718,62.16,1823.282,987.84,3000,2811.122,1405.561,13,7,"0,79,176,229,296,338,372,389,416,481,504,552,601.2,633.59","0,78,98.5,136.7,185.9,212.7,238.8,310.8"
1,85,20,9,"20, 2, 3, 6, 7, 8,12,14,15,19","9, 1, 4, 5,10,11,13,16,17,18",1500,1500,80.518,82.08,1419.482,1417.92,3000,2837.402,1418.701,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,61,82,124,191.5,251.1,289.3,338.5,365.3,391.4,410.4"
1,86,20,10,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,15","10,12,16,17,18,19",2100,900,143.946,47.46,1956.054,852.54,3000,2808.594,1404.297,14,6,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,702.7,719.73","0,65,87.4,114.2,140.3,227.3,237.3"
1,87,20,11,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,12,14,15,19","11,13,16,17,18",2250,750,162.338,36,2087.662,714,3000,2801.662,1400.831,15,5,"0,79,176,229,296,338,372,389,449,527,594.1,659.1,682.1,730.1,779.3,811.69","0,38.2,87.4,114.2,140.3,180"
1,88,20,12,"20, 2, 3, 8, 9,11,13,14,15,19","12, 1, 4, 5, 6, 7,10,16,17,18",1500,1500,97.658,65.88,1402.342,1434.12,3000,2836.462,1418.231,10,10,"0,58,111,153,231,251.5,289.7,358.7,406.7,455.9,488.29","0,21,42,84,118,135,162,228.5,255.3,281.4,329.4"
1,89,20,13,"20, 1, 4, 5, 6, 7,10,12,14,15","13, 2, 3, 8, 9,11,16,17,18,19",1500,1500,74.606,112,1425.394,1388,3000,2813.394,1406.697,10,10,"0,79,100,142,176,193,220,285,308,356,373.03","0,78,131,173,251,271.5,322.1,348.9,375,462,560"
1,90,20,14,"20, 2, 3, 8, 9,11,13,17,18,19","14, 1, 4, 5, 6, 7,10,12,15,16",1500,1500,94.918,82.16,1405.082,1417.84,3000,2822.922,1411.461,10,10,"0,58,111,153,231,251.5,289.7,329.1,355.2,442.2,474.59","0,43,64,106,140,157,184,249,309,383.8,410.8"
1,91,20,15,"20, 1, 4, 5, 6, 7, 9,10,11,13,16,17,18","15, 2, 3, 8,12,14,19",1950,1050,118.154,63.68,1831.846,986.32,3000,2818.166,1409.083,13,7,"0,79,100,142,176,193,235,302.1,361.7,399.9,449.1,475.9,502,590.77","0,75,128,170,194,217,269.4,318.4"
1,92,20,16,"20, 2, 3, 8, 9,11,13,14,15,19","16, 1, 4, 5, 6, 7,10,12,17,18",1500,1500,97.658,66.04,1402.342,1433.96,3000,2836.302,1418.151,10,10,"0,58,111,153,231,251.5,289.7,358.7,406.7,455.9,488.29","0,28,49,91,125,142,169,234,278,304.1,330.2"
1,93,20,17,"20, 2, 3, 8,10,12,14,15,19","17, 1, 4, 5, 6, 7, 9,11,13,16,18",1350,1650,88.618,121.2,1261.382,1528.8,3000,2790.182,1395.091,9,11,"0,58,111,153,225.5,290.5,313.5,361.5,410.7,443.09","0,55,76,118,152,169,211,231.5,269.7,318.9,579.9,606"
1,94,20,18,"20, 2, 3, 6, 7, 8,12,14,15,19","18, 1, 4, 5, 9,10,11,13,16,17",1500,1500,80.518,78,1419.482,1422,3000,2841.482,1420.741,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,48,69,111,123,190.1,249.7,287.9,337.1,363.9,390"
1,95,20,19,"20, 1, 4, 5, 6, 7,10,12,14,15","19, 2, 3, 8, 9,11,13,16,17,18",1500,1500,74.606,90.16,1425.394,1409.84,3000,2835.234,1417.617,10,10,"0,79,100,142,176,193,220,285,308,356,373.03","0,30,83,125,203,223.5,261.7,310.9,337.7,363.8,450.8"
