Run_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
9,11,10,15,"10,19,20","15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,12,13,14,16,17,18",450,2550,13.718,186.7,436.282,2363.3,3000,2799.582,1399.791,3,17,"0,10,42.39,68.59","0,79,176,229,296,338,372,389,449,527,547.5,615.5,687.1,756.1,783.6,810.4,836.5,933.5"
9,12,10,20,"10,12,16,17,18,19","20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,15",900,2100,47.46,143.946,852.54,1956.054,3000,2808.594,1404.297,6,14,"0,65,87.4,114.2,140.3,227.3,237.3","0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,702.7,719.73"
9,13,15,1,"15, 2, 3, 8,10,12,14,16,17,19,20","1, 4, 5, 6, 7, 9,11,13,18",1650,1350,99.058,57.22,1550.942,1292.78,3000,2843.722,1421.861,11,9,"0,75,128,170,242.5,307.5,330.5,358,384.8,445.9,478.29,495.29","0,21,63,97,114,156,176.5,214.7,238.1,286.1"
9,14,15,5,"15, 1, 2, 3, 4, 8,12,14,16,17,19,20","5, 6, 7, 9,10,11,13,18",1800,1200,112.358,58.66,1687.642,1141.34,3000,2828.982,1414.491,12,8,"0,79,176,229,296,350,374,397,424.5,451.3,512.4,544.79,561.79","0,34,51,93,160.1,219.7,257.9,281.3,293.3"
9,15,15,10,"15, 1, 4, 8,12,14,20","10, 2, 3, 5, 6, 7, 9,11,13,16,17,18,19",1050,1950,51.918,97.36,998.082,1852.64,3000,2850.722,1425.361,7,13,"0,79,100,154,178,201,242.59,259.59","0,32,85,136,170,187,229,249.5,287.7,336.9,363.7,389.8,476.8,486.8"
9,16,15,20,"15, 2, 3, 6, 7, 8,10,12,14,19","20, 1, 4, 5, 9,11,13,16,17,18",1500,1500,100.98,80.714,1399.02,1419.286,3000,2818.306,1409.153,10,10,"0,75,128,166,183,243,315.5,380.5,403.5,455.9,504.9","0,79,100,142,154,174.5,212.7,261.9,288.7,314.8,403.57"
9,17,20,1,"20, 2, 3, 8, 9,11,13,14,15,19","1, 4, 5, 6, 7,10,12,16,17,18",1500,1500,97.658,65.86,1402.342,1434.14,3000,2836.482,1418.241,10,10,"0,58,111,153,231,251.5,289.7,358.7,406.7,455.9,488.29","0,21,63,97,114,141,206,228.4,255.2,281.3,329.3"
9,18,20,5,"20, 1, 2, 3, 4, 6, 7, 8,12,14,15,19","5, 9,10,11,13,16,17,18",1800,1200,124.318,58.2,1675.682,1141.8,3000,2817.482,1408.741,12,8,"0,79,176,229,296,368,385,445,469,492,540,589.2,621.59","0,12,79.1,138.7,176.9,226.1,252.9,279,291"
9,19,20,10,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,12,14,15","10,11,13,16,17,18,19",1950,1050,134.006,59.38,1815.994,990.62,3000,2806.614,1403.307,13,7,"0,79,176,229,296,338,372,389,449,527,582,605,653,670.03","0,59.6,97.8,147,173.8,199.9,286.9,296.9"
9,20,20,15,"20, 2, 3, 6, 7, 8,12,16,19","15, 1, 4, 5, 9,10,11,13,14,17,18",1350,1650,76.098,108.72,1273.902,1541.28,3000,2815.182,1407.591,9,11,"0,58,111,149,166,226,250,272.4,348.1,380.49","0,79,100,142,154,221.1,280.7,318.9,387.9,420.5,446.6,543.6"
