Run_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
8,11,10,15,"10, 2, 3, 6, 7, 8,12,16,17,18,19","15, 1, 4, 5, 9,11,13,14,20",1650,1350,79.26,68.058,1570.74,1281.942,3000,2852.682,1426.341,11,9,"0,32,85,123,140,200,224,246.4,273.2,299.3,386.3,396.3","0,79,100,142,154,174.5,212.7,281.7,323.29,340.29"
8,12,10,20,"10,12,16,17,18,19","20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,15",900,2100,47.46,143.946,852.54,1956.054,3000,2808.594,1404.297,6,14,"0,65,87.4,114.2,140.3,227.3,237.3","0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,702.7,719.73"
8,13,15,1,"15, 2, 3, 8, 9,11,13,14,19,20","1, 4, 5, 6, 7,10,12,16,17,18",1500,1500,95.498,65.86,1404.502,1434.14,3000,2838.642,1419.321,10,10,"0,75,128,170,248,268.5,306.7,375.7,428.1,460.49,477.49","0,21,63,97,114,141,206,228.4,255.2,281.3,329.3"
8,14,15,5,"15, 1, 2, 3, 4, 9,10,11,13,14,19,20","5, 6, 7, 8,12,16,17,18",1800,1200,137.138,44.46,1662.862,1155.54,3000,2818.402,1409.201,12,8,"0,79,176,229,296,350,417.1,476.7,514.9,583.9,636.3,668.69,685.69","0,34,51,111,135,157.4,184.2,210.3,222.3"
8,15,15,10,"15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,20","10,12,16,17,18,19",2100,900,142.658,47.46,1957.342,852.54,3000,2809.882,1404.941,14,6,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,696.29,713.29","0,65,87.4,114.2,140.3,227.3,237.3"
8,16,15,20,"15, 1, 4, 5, 6, 7,10,12,14,16","20, 2, 3, 8, 9,11,13,17,18,19",1500,1500,82.1,94.918,1417.9,1405.082,3000,2822.982,1411.491,10,10,"0,79,100,142,176,193,220,285,308,335.5,410.5","0,58,111,153,231,251.5,289.7,329.1,355.2,442.2,474.59"
8,17,20,1,"20, 2, 3, 6, 7, 8,12,14,15,19","1, 4, 5, 9,10,11,13,16,17,18",1500,1500,80.518,78,1419.482,1422,3000,2841.482,1420.741,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390"
8,18,20,5,"20, 1, 2, 3, 4, 6, 7, 8,12,14,15,16,17,19","5, 9,10,11,13,18",2100,900,147.018,42.46,1952.982,857.54,3000,2810.522,1405.261,14,6,"0,79,176,229,296,368,385,445,469,492,540,614.8,641.6,702.7,735.09","0,12,79.1,138.7,176.9,200.3,212.3"
8,19,20,10,"20, 1, 4, 5, 9,11,13,16,17,18","10, 2, 3, 6, 7, 8,12,14,15,19",1500,1500,80.714,70.84,1419.286,1429.16,3000,2848.446,1424.223,10,10,"0,79,100,142,154,174.5,212.7,261.9,288.7,314.8,403.57","0,32,85,123,140,200,224,247,295,344.2,354.2"
8,20,20,15,"20, 2, 3, 5, 6, 7, 9,10,11,13,17,18,19","15, 1, 4, 8,12,14,16",1950,1050,120.958,60.7,1829.042,989.3,3000,2818.342,1409.171,13,7,"0,58,111,162,196,213,255,322.1,381.7,419.9,459.3,485.4,572.4,604.79","0,79,100,154,178,201,228.5,303.5"
