Run_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
16,11,10,15,"10, 1, 4, 5, 9,11,13,16,17,18","15, 2, 3, 6, 7, 8,12,14,19,20",1500,1500,80.04,78.358,1419.96,1421.642,3000,2841.602,1420.801,10,10,"0,85,106,148,160,180.5,218.7,267.9,294.7,320.8,400.2","0,75,128,166,183,243,267,290,342.4,374.79,391.79"
16,12,10,20,"10,12,16,17,18,19","20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,15",900,2100,47.46,143.946,852.54,1956.054,3000,2808.594,1404.297,6,14,"0,65,87.4,114.2,140.3,227.3,237.3","0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,702.7,719.73"
16,13,15,1,"15, 2, 3, 8, 9,11,13,14,19,20","1, 4, 5, 6, 7,10,12,16,17,18",1500,1500,95.498,65.86,1404.502,1434.14,3000,2838.642,1419.321,10,10,"0,75,128,170,248,268.5,306.7,375.7,428.1,460.49,477.49","0,21,63,97,114,141,206,228.4,255.2,281.3,329.3"
16,14,15,5,"15, 1, 2, 3, 4, 8,12,14,19,20","5, 6, 7, 9,10,11,13,16,17,18",1500,1500,99.758,74.4,1400.242,1425.6,3000,2825.842,1412.921,10,10,"0,79,176,229,296,350,374,397,449.4,481.79,498.79","0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372"
16,15,15,10,"15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,20","10,12,16,17,18,19",2100,900,142.658,47.46,1957.342,852.54,3000,2809.882,1404.941,14,6,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,696.29,713.29","0,65,87.4,114.2,140.3,227.3,237.3"
16,16,15,20,"15, 1, 4, 8,12,14,16","20, 2, 3, 5, 6, 7, 9,10,11,13,17,18,19",1050,1950,60.7,120.958,989.3,1829.042,3000,2818.342,1409.171,7,13,"0,79,100,154,178,201,228.5,303.5","0,58,111,162,196,213,255,322.1,381.7,419.9,459.3,485.4,572.4,604.79"
16,17,20,1,"20, 2, 3, 6, 7, 8,12,14,15,19","1, 4, 5, 9,10,11,13,16,17,18",1500,1500,80.518,78,1419.482,1422,3000,2841.482,1420.741,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390"
16,18,20,5,"20, 1, 2, 3, 4, 8, 9,11,13,14,15,19","5, 6, 7,10,12,16,17,18",1800,1200,137.058,46.06,1662.942,1153.94,3000,2816.882,1408.441,12,8,"0,79,176,229,296,350,428,448.5,486.7,555.7,603.7,652.9,685.29","0,34,51,78,143,165.4,192.2,218.3,230.3"
16,19,20,10,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,15","10,12,16,17,18,19",2100,900,143.946,47.46,1956.054,852.54,3000,2808.594,1404.297,14,6,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,702.7,719.73","0,65,87.4,114.2,140.3,227.3,237.3"
16,20,20,15,"20, 2, 3, 5, 6, 7, 9,10,11,13,17,18,19","15, 1, 4, 8,12,14,16",1950,1050,120.958,60.7,1829.042,989.3,3000,2818.342,1409.171,13,7,"0,58,111,162,196,213,255,322.1,381.7,419.9,459.3,485.4,572.4,604.79","0,79,100,154,178,201,228.5,303.5"
