Run_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
13,11,10,15,"10,12,16,17,18,19","15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,20",900,2100,47.46,142.658,852.54,1957.342,3000,2809.882,1404.941,6,14,"0,65,87.4,114.2,140.3,227.3,237.3","0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,696.29,713.29"
13,12,10,20,"10,11,13,16,17,18,19","20, 1, 2, 3, 4, 5, 6, 7, 8, 9,12,14,15",1050,1950,59.38,134.006,990.62,1815.994,3000,2806.614,1403.307,7,13,"0,59.6,97.8,147,173.8,199.9,286.9,296.9","0,79,176,229,296,338,372,389,449,527,582,605,653,670.03"
13,13,15,1,"15, 2, 3, 8, 9,11,13,14,19,20","1, 4, 5, 6, 7,10,12,16,17,18",1500,1500,95.498,65.86,1404.502,1434.14,3000,2838.642,1419.321,10,10,"0,75,128,170,248,268.5,306.7,375.7,428.1,460.49,477.49","0,21,63,97,114,141,206,228.4,255.2,281.3,329.3"
13,14,15,5,"15, 1, 2, 3, 4, 6, 7, 8,12,14,19,20","5, 9,10,11,13,16,17,18",1800,1200,118.758,58.2,1681.242,1141.8,3000,2823.042,1411.521,12,8,"0,79,176,229,296,368,385,445,469,492,544.4,576.79,593.79","0,12,79.1,138.7,176.9,226.1,252.9,279,291"
13,15,15,10,"15, 1, 2, 3, 4, 5, 6, 7, 8, 9,12,14,20","10,11,13,16,17,18,19",1950,1050,132.718,59.38,1817.282,990.62,3000,2807.902,1403.951,13,7,"0,79,176,229,296,338,372,389,449,527,582,605,646.59,663.59","0,59.6,97.8,147,173.8,199.9,286.9,296.9"
13,16,15,20,"15, 1, 4, 5, 9,11,13,14","20, 2, 3, 6, 7, 8,10,12,16,17,18,19",1200,1800,65.94,111.638,1134.06,1688.362,3000,2822.422,1411.211,8,12,"0,79,100,142,154,174.5,212.7,281.7,329.7","0,58,111,149,166,226,298.5,363.5,385.9,412.7,438.8,525.8,558.19"
13,17,20,1,"20, 2, 3, 6, 7, 8,12,14,15,16,17,19","1, 4, 5, 9,10,11,13,18",1800,1200,103.218,62.26,1696.782,1137.74,3000,2834.522,1417.261,12,8,"0,58,111,149,166,226,250,273,321,395.8,422.6,483.7,516.09","0,21,63,75,142.1,201.7,239.9,263.3,311.3"
13,18,20,5,"20, 1, 2, 3, 4, 8,12,14,15,19","5, 6, 7, 9,10,11,13,16,17,18",1500,1500,105.318,74.4,1394.682,1425.6,3000,2820.282,1410.141,10,10,"0,79,176,229,296,350,374,397,445,494.2,526.59","0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372"
13,19,20,10,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,15","10,12,16,17,18,19",2100,900,143.946,47.46,1956.054,852.54,3000,2808.594,1404.297,14,6,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,702.7,719.73","0,65,87.4,114.2,140.3,227.3,237.3"
13,20,20,15,"20, 2, 3, 8, 9,11,13,17,18,19","15, 1, 4, 5, 6, 7,10,12,14,16",1500,1500,94.918,82.1,1405.082,1417.9,3000,2822.982,1411.491,10,10,"0,58,111,153,231,251.5,289.7,329.1,355.2,442.2,474.59","0,79,100,142,176,193,220,285,308,335.5,410.5"
