Run_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
18,1,1,5,"1, 2, 3, 4, 8, 9,11,13,16,17,18","5, 6, 7,10,12,14,15,19,20",1650,1350,111.56,74.718,1538.44,1275.282,3000,2813.722,1406.861,11,9,"0,97,150,217,271,349,369.5,407.7,456.9,483.7,509.8,557.8","0,34,51,78,143,166,214,263.2,295.59,373.59"
18,2,1,10,"1, 4, 5, 9,11,13,14,15,20","10, 2, 3, 6, 7, 8,12,16,17,18,19",1350,1650,69.346,79.26,1280.654,1570.74,3000,2851.394,1425.697,9,11,"0,21,63,75,95.5,133.7,202.7,250.7,267.73,346.73","0,32,85,123,140,200,224,246.4,273.2,299.3,386.3,396.3"
18,3,1,15,"1, 4, 5, 6, 7,10,12,16,17,18","15, 2, 3, 8, 9,11,13,14,19,20",1500,1500,65.86,95.498,1434.14,1404.502,3000,2838.642,1419.321,10,10,"0,21,63,97,114,141,206,228.4,255.2,281.3,329.3","0,75,128,170,248,268.5,306.7,375.7,428.1,460.49,477.49"
18,4,1,20,"1, 4, 5, 6, 7, 9,10,11,13,16,17,18","20, 2, 3, 8,12,14,15,19",1800,1200,94.2,65.918,1705.8,1134.082,3000,2839.882,1419.941,12,8,"0,21,63,97,114,156,223.1,282.7,320.9,370.1,396.9,423,471","0,58,111,153,177,200,248,297.2,329.59"
18,5,5,1,"5, 6, 7, 9,10,11,13,16,17,18","1, 2, 3, 4, 8,12,14,15,19,20",1500,1500,74.4,105.318,1425.6,1394.682,3000,2820.282,1410.141,10,10,"0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372","0,97,150,217,271,295,318,366,415.2,447.59,526.59"
18,6,5,10,"5, 6, 7, 8,12,14,15,19,20","10, 1, 2, 3, 4, 9,11,13,16,17,18",1350,1650,73.118,119.24,1276.882,1530.76,3000,2807.642,1403.821,9,11,"0,34,51,111,135,158,206,255.2,287.59,365.59","0,85,182,235,302,356,376.5,414.7,463.9,490.7,516.8,596.2"
18,7,5,15,"5, 6, 7, 9,10,11,13,16,17,18","15, 1, 2, 3, 4, 8,12,14,19,20",1500,1500,74.4,99.758,1425.6,1400.242,3000,2825.842,1412.921,10,10,"0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372","0,79,176,229,296,350,374,397,449.4,481.79,498.79"
18,8,5,20,"5, 9,10,11,13,16,17,18","20, 1, 2, 3, 4, 6, 7, 8,12,14,15,19",1200,1800,58.2,124.318,1141.8,1675.682,3000,2817.482,1408.741,8,12,"0,12,79.1,138.7,176.9,226.1,252.9,279,291","0,79,176,229,296,368,385,445,469,492,540,589.2,621.59"
18,9,10,1,"10,11,13,16,17,18,19","1, 2, 3, 4, 5, 6, 7, 8, 9,12,14,15,20",1050,1950,59.38,134.006,990.62,1815.994,3000,2806.614,1403.307,7,13,"0,59.6,97.8,147,173.8,199.9,286.9,296.9","0,97,150,217,259,293,310,370,448,503,526,574,591.03,670.03"
18,10,10,5,"10, 1, 2, 3, 4, 8,12,16,17,18","5, 6, 7, 9,11,13,14,15,19,20",1500,1500,106.94,85.658,1393.06,1414.342,3000,2807.402,1403.701,10,10,"0,85,182,235,302,356,380,402.4,429.2,455.3,534.7","0,34,51,93,113.5,151.7,220.7,268.7,317.9,350.29,428.29"
