Run_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
12,11,10,15,"10,19,20","15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,12,13,14,16,17,18",450,2550,13.718,186.7,436.282,2363.3,3000,2799.582,1399.791,3,17,"0,10,42.39,68.59","0,79,176,229,296,338,372,389,449,527,547.5,615.5,687.1,756.1,783.6,810.4,836.5,933.5"
12,12,10,20,"10,12,16,17,18,19","20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,15",900,2100,47.46,143.946,852.54,1956.054,3000,2808.594,1404.297,6,14,"0,65,87.4,114.2,140.3,227.3,237.3","0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,702.7,719.73"
12,13,15,1,"15, 2, 3, 5, 6, 7,10,12,14,19,20","1, 4, 8, 9,11,13,16,17,18",1650,1350,89.358,72.36,1560.642,1277.64,3000,2838.282,1419.141,11,9,"0,75,128,179,213,230,257,322,345,397.4,429.79,446.79","0,21,75,153,173.5,211.7,260.9,287.7,313.8,361.8"
12,14,15,5,"15, 1, 2, 3, 4, 8, 9,11,13,14,19,20","5, 6, 7,10,12,16,17,18",1800,1200,131.498,46.06,1668.502,1153.94,3000,2822.442,1411.221,12,8,"0,79,176,229,296,350,428,448.5,486.7,555.7,608.1,640.49,657.49","0,34,51,78,143,165.4,192.2,218.3,230.3"
12,15,15,10,"15, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,14,20","10,12,16,17,18,19",2100,900,142.658,47.46,1957.342,852.54,3000,2809.882,1404.941,14,6,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,654.7,696.29,713.29","0,65,87.4,114.2,140.3,227.3,237.3"
12,16,15,20,"15, 1, 4, 5, 6, 7, 9,11,12,13,14,16,17,18","20, 2, 3, 8,10,19",2100,900,128.3,53.578,1971.7,846.422,3000,2818.122,1409.061,14,6,"0,79,100,142,176,193,235,255.5,323.5,395.1,464.1,491.6,518.4,544.5,641.5","0,58,111,153,225.5,235.5,267.89"
12,17,20,1,"20, 2, 3, 6, 7, 8,12,14,15,19","1, 4, 5, 9,10,11,13,16,17,18",1500,1500,80.518,78,1419.482,1422,3000,2841.482,1420.741,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390"
12,18,20,5,"20, 1, 2, 3, 4, 8,12,14,15,19","5, 6, 7, 9,10,11,13,16,17,18",1500,1500,105.318,74.4,1394.682,1425.6,3000,2820.282,1410.141,10,10,"0,79,176,229,296,350,374,397,445,494.2,526.59","0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372"
12,19,20,10,"20, 2, 3, 6, 7, 8,12,14,15,19","10, 1, 4, 5, 9,11,13,16,17,18",1500,1500,80.518,80.04,1419.482,1419.96,3000,2839.442,1419.721,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,85,106,148,160,180.5,218.7,267.9,294.7,320.8,400.2"
12,20,20,15,"20, 2, 3, 6, 7, 8,10,19","15, 1, 4, 5, 9,11,12,13,14,16,17,18",1200,1800,68.178,112.1,1131.822,1687.9,3000,2819.722,1409.861,8,12,"0,58,111,149,166,226,298.5,308.5,340.89","0,79,100,142,154,174.5,242.5,314.1,383.1,410.6,437.4,463.5,560.5"
